Tweet,Replies,Reposts,Likes,Bookmarks,Posted,Username,UserDescription,UserProfessionalCategory,UserUrl,UserJoinDate
"Manifesting Goals 2024

• Hit Twitch Partner b4 #TwitchCon 
• Have 1K Subscribers on YT
• Be accepted in a @1000DreamsFund program
• Score 2 new partner/sponsorship deals
• Get out of debt & raise credit score
• Get called back from furlough or land a new/better/dream job",3.0,19.0,1379.0,,2023-12-28T09:14:49.000Z,MissMegzie@MissMegzie,"• SAG-AFTRA • Post-Prod • Second City • Streamer • Vlogger • #TWG | Megz World - the slumber party your parents can't pick you up from. 
: msmegzie@gmail.com",Content Creator,beacons.ai/missmegzie,Joined February 2009
You broke me,3.0,1.0,30.0,,2022-07-15T03:59:17.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
I try my best but I ain’t forcing nothing it is what it is,17.0,4039.0,9220.0,212.0,2022-01-26T17:46:16.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
Mood  https://vine.co/v/OQz33AxFjJH,28.0,555.0,467.0,,2015-02-21T15:52:51.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
I don’t think I’ll ever meet somebody as real ass me ever,2.0,257.0,386.0,9.0,2022-04-30T00:57:00.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
Holiday won’t be the same again till I start my own family,221.0,285.0,4.0,,2021-11-14T15:51:46.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
A picture worth a million words  #RipDad,1.0,75.0,186.0,,2016-09-13T17:50:26.000Z,Young Cates @_Catess,#FreeAllDaBros,,,Joined October 2013
"""Practice random kindness and senseless acts of beauty.""

~Anne Herbert

(This phrase has remained with me for almost three decades now. Had read it in Reader's Digest then.)",8.0,18.0,113.0,4.0,2021-01-07T08:07:23.000Z,Nivedita Khandekar@nivedita_Him,"Journalist 
Environment, Climate and everything connected  Currently with PTI  Avid traveller, passionate about Himalayas |",,,Joined June 2013
"#TomJerry Tom n Jerry director Gene Deitch has passed away aged 95. Yesterday. 

My ever fav cartoon !!",58.0,722.0,1990.0,12.0,2020-04-20T17:13:25.000Z,Nivedita Khandekar@nivedita_Him,"Journalist 
Environment, Climate and everything connected  Currently with PTI  Avid traveller, passionate about Himalayas |",,,Joined June 2013
"One time I was being a lil promiscuous and invited this guy over to my house super late at night, then I texted Ali and said I didn’t want to actually hook up with him because I wanted him to LOVE ME. Then I proceeded to in fact hook up with said guy. But guess what?",2.0,1.0,43.0,,2020-09-30T23:46:26.000Z,Jane@Janeisabelle_,ahhhhh,,,Joined October 2012
"Whooooaa I never meant to brag... but I got a feature about #Parahoy in @rocksound & this 
http://rocksound.tv/features/read/12-things-we-learned-on-paramores-parahoy-cruise…",1.0,2.0,17.0,,2016-03-16T10:51:36.000Z,CLS Black Lives Matter!@xo_clairelouise,"I'm left in pretty much every way there is. Writer/Community Worker. 
 She/her. 
clairelouisesheridan@gmail.com",,,Joined March 2012
He strikes again,1.0,18.0,46.0,,2016-05-10T14:02:49.000Z,Patrick Bohmizzle @PeeTreecia,gnome enthusiast,,,Joined November 2014
Just sending this as my bio from now on. (ht @brandonnn),1.0,2.0,50.0,,2015-07-25T14:32:16.000Z,Nina Walia@missmodular,"|Now| @ARPA_H, @PIFgov. |Prev| @GoogleATAP, @Nike, @GEHealthcare, @PBS/@PBSKIDS. |Ran Things| Subcontinental Drift, HOSS records, DJ.",,linkedin.com/in/ninawalia/,Joined May 2007
#TBT I really need to get my ass to a beach. Resolution for 2018. Lots more beach time!,7.0,4.0,81.0,1.0,2018-01-05T02:26:45.000Z,Leah Marie (っ◔◡◔)っ@Jaggypie,Just twittering about.,,leahmarie.picfair.com,Joined April 2011
"My custom A's Converse have arrived!  Holy Shit, I  them!!",15.0,14.0,173.0,,2018-09-05T01:20:35.000Z,Leah Marie (っ◔◡◔)っ@Jaggypie,Just twittering about.,,leahmarie.picfair.com,Joined April 2011
"I feel it
Creeping bone deep
Seeping into the narrow
Stygian streams of marrow
Desire for you
Has become my plague
#fieryverse",8.0,110.0,208.0,,2015-05-13T18:21:06.000Z,the shadow@Lady_Loch,Purveyor of random thoughts. Occasional writer of things. Roast potato connoisseur & other assorted shite.,,,Joined October 2012
I do my best to answer people within 24 hours.,5.0,1.0,13.0,,2014-07-29T17:42:48.000Z,Kyuubi16@TheRealKyuubi16,"Loves Pizza, the Lakers, and Writing.  My favorite color is Red. I enjoy good Horror Movies and Anime. http://patreon.com/Kyuubi16",,fanfiction.net/u/1370164/,Joined August 2012
"NEVER MISS A BEAT 
http://INQUIRER.net is the go-to news site for many Filipinos around the world. 

Here's how to find us on social media.",109.0,117.0,274.0,13.0,2023-04-22T01:30:00.000Z,Inquirer@inquirerdotnet,"Balanced News, Fearless Views. http://inquirer.net",Media & News Company,inquirer.net,Joined July 2008
LOOK: Massive crowd gathers at the Ateneo de Manila University grounds for Vice President Leni Robredo and Sen. Kiko Pangilinan’s thanksgiving gathering. | : Screengrab from VP Leni Robredo’s FB live,630.0,15566.0,78805.0,314.0,2022-05-13T10:29:37.000Z,Inquirer@inquirerdotnet,"Balanced News, Fearless Views. http://inquirer.net",Media & News Company,inquirer.net,Joined July 2008
"Since Halloween is tomorrow , here's my lovely MST3K (Mystery Science Theater 3000) poster that I got off of Ebay a few months ago!  #WeGotMovieSign",1436.0,,,,2023-10-30T10:31:31.000Z,Valerie is ALL ELITE!@HardyValkyrie,I am the @MATTHARDYBRAND and @JEFFHARDYBRAND fan known as the Hardy Valkyrie! And I also love @BobbyQuinnRice and Matt Smith!,,spockske.deviantart.com,Joined December 2009
"“Hold on.. just a little longer we’re going home” 
#DanaSalah
#FromTheRiverToSeaPalestineWillBeFree",1.0,6.0,10.0,2.0,2024-04-05T16:35:08.000Z,Kinda@kindacoco,#Marketer #AdTech #MarketingMeasurement #Advertising #CoffeeAddict #Psychology #History #Politics #TranceFamily - Opinions mine.,,,Joined November 2009
The fact that he’s quoting Wikipedia while the rest in that debate are quoting authors and books is just funny,21.0,15.0,2172.0,15.0,2024-03-15T10:20:21.000Z,Kinda@kindacoco,#Marketer #AdTech #MarketingMeasurement #Advertising #CoffeeAddict #Psychology #History #Politics #TranceFamily - Opinions mine.,,,Joined November 2009
You nailed it Norm,46.0,63.0,1032.0,29.0,2024-03-21T05:56:14.000Z,Kinda@kindacoco,#Marketer #AdTech #MarketingMeasurement #Advertising #CoffeeAddict #Psychology #History #Politics #TranceFamily - Opinions mine.,,,Joined November 2009
A herd of bison marching through Ft. Yellowstone. They tend to walk single file in deep snow with the strongest leading.,34.0,74.0,263.0,2.0,2023-01-11T02:31:16.000Z,Heather@Pilotwife0360,Citation CJ4 Pilot (ATP). I love to dance & I have weird cats. Married to a retired 747 pilot  Mom of two beautiful baby girls.  I Support the blue  #FJB,,,Joined January 2015
except none of that is true. She’s an evil worthless person. Maybe the worst candidate for the presidency ever. I thank god she was stopped every single day.,42.0,70.0,3234.0,15505.0,2024-03-26T03:13:36.000Z,Heather@Pilotwife0360,Citation CJ4 Pilot (ATP). I love to dance & I have weird cats. Married to a retired 747 pilot  Mom of two beautiful baby girls.  I Support the blue  #FJB,,,Joined January 2015
I’m really straining not to reply to these Trump haters. They are completely out of their minds and anti American. I want to maintain my Christmas mood so I’ll maintain… calm,289.0,115.0,974.0,4.0,2023-12-24T21:42:50.000Z,Heather@Pilotwife0360,Citation CJ4 Pilot (ATP). I love to dance & I have weird cats. Married to a retired 747 pilot  Mom of two beautiful baby girls.  I Support the blue  #FJB,,,Joined January 2015
I think if you find racism in this YOU are the problem.,13.0,14.0,875.0,2.0,2023-11-28T17:31:13.000Z,Heather@Pilotwife0360,Citation CJ4 Pilot (ATP). I love to dance & I have weird cats. Married to a retired 747 pilot  Mom of two beautiful baby girls.  I Support the blue  #FJB,,,Joined January 2015
"The most viewed interview of all time a flop? 

Do you even understand what interviews are?",9.0,20.0,634.0,2.0,2024-02-10T03:49:58.000Z,Heather@Pilotwife0360,Citation CJ4 Pilot (ATP). I love to dance & I have weird cats. Married to a retired 747 pilot  Mom of two beautiful baby girls.  I Support the blue  #FJB,,,Joined January 2015
"""When you make a stand, you make a stand for all women.""",3.0,,,,2019-03-30T03:03:19.000Z,Apao@umaAPAOsapogi,帅哥,,steamcommunity.com/id/twerkingfor…,Joined April 2010
"It's so beautiful..
#Jimin #Jungkook #Jikook #BTSxMMA",1.0,,,,2020-12-05T12:41:15.000Z,샤이@yapech,"You know my heart, right?! You are me I am you... No matter how much I think it over... I love you..
fan account",,,Joined October 2009
"Thread Spill Link Shopee 

Jangan lupa check out!!",1.0,1.0,1.0,853.0,2023-07-27T07:38:01.000Z,Iga Oktorinita@Iga_OK,"Don't cry because it's over, smile because it happened.",,secreto.site/id/14861566,Joined March 2012
Suspicious,2.0,9.0,688.0,,2023-06-16T15:11:42.000Z,Gwithian Evans@GwithianEvans,Actor - UK - He/Him - Chris Davis Management http://cdm-ltd.com,,spotlight.com/7615-3492-5099,Joined July 2013
So thankful that the Lord never lets me fight a battle alone,7.0,22.0,,,2018-03-23T23:06:33.000Z,Jaz@jasmyn_yarb,He makes beauty out of ashes • @LMS__007,,,Joined October 2012
"BRB CRYING!  @sugarbabyatl Look at God! What an Honor! Thank you @FoxNews for letting me share my story. If you haven't stopped by yet, come visit us!!  (full video on our instagram)",53.0,297.0,880.0,48.0,2023-06-26T13:57:29.000Z,Robree @robreeezy,God's Favorite  IG: Robreeezy_ | CEO  Founder/Owner: @sugarbabyatl @curlcandi @fashnlash,,robreeezy.com,Joined December 2019
So I customized my own doormat,596.0,32941.0,141186.0,2402.0,2020-05-06T18:24:10.000Z,Robree @robreeezy,God's Favorite  IG: Robreeezy_ | CEO  Founder/Owner: @sugarbabyatl @curlcandi @fashnlash,,robreeezy.com,Joined December 2019
Pinning this to my profile.,1.0,2.0,,,2022-06-21T17:16:25.000Z,Leo ™@TheRealLeandros,Tunnel Snakes. Not a parody account. @madzillaxx is my hot wife. #smoothskin $therealleandros,,,Joined June 2010
Parler. HockeyNut87 @TxHockeyPatriot87,3.0,,,,2021-01-08T22:40:13.000Z,Hockeynut87@KarenCrow6,"#MAGA, #TRUMP2020, #KAG , Pro 2nd Amendment, GOD, Family and Country. 
Texan by Birth & Choice. Don't like it, too bad. Proud member of the Peanut Gallery.",,,Joined January 2015
I spend a lot of my time like this,3.0,13.0,59.0,5.0,2019-06-17T04:05:36.000Z,Nneka@MsAmbiguous,"Have no fear of anything, do everything well. Views are mine but it's just a bunch of shower thoughts anyway.  #INTJ",,illstartbloggingagainsoon.blogspot.com,Joined March 2009
gonna sound like thunder https://x.com/OriginalDamien/OriginalDamien/status/1067888118597132292…,109.0,29005.0,129269.0,563.0,2018-11-28T22:31:58.000Z,Nneka@MsAmbiguous,"Have no fear of anything, do everything well. Views are mine but it's just a bunch of shower thoughts anyway.  #INTJ",,illstartbloggingagainsoon.blogspot.com,Joined March 2009
Find Destiny Davis and Denielle Winter,11.0,16722.0,14625.0,73.0,2020-12-04T15:05:30.000Z,Nneka@MsAmbiguous,"Have no fear of anything, do everything well. Views are mine but it's just a bunch of shower thoughts anyway.  #INTJ",,illstartbloggingagainsoon.blogspot.com,Joined March 2009
"Waited for two and a half years to capture this charmer and the wait finally ended today. #lifer

Short-eared #Owl.

Dhanauri Wetlands, #UttarPradesh.

#BBCWildlifePOTD #ThePhotoHour #lensonwildlife #birdphotography #birdsofindia #wildlifephotography #owls #birdsofprey #raptors",13.0,17.0,172.0,1.0,2024-02-25T14:37:39.000Z,Akshay Khanna@akshay_khanna,Entrepreneur | Wildlife Photographer | Car & Road Trip Enthusiast | Cricket & F1 Fanatic | Beer Devotee. IG/FB: lensonwildlife. Bluesky: https://bit.ly/akbsky,,instagram.com/lensonwildlife,Joined May 2009
Hang on to the seemingly  little things and stay thankful,4.0,3.0,,,2020-08-31T01:05:45.000Z,Akerlof@sijisoares,Life gives more than it takes,,wassurown.com,Joined August 2009
"Best way to stay connected with me:
list/newsletter (since 96!)>>>  http://bit.ly/subvrtr
@heathr@octodon.social  
@heathr on threads + IG + Bluesky
And a website> heathergold  dot com

Not completely gone yet but shifting some focus.l",2.0,2.0,935.0,,2023-11-30T00:12:56.000Z,Heather Gold@heathr,"Writer, comic
Apple, early web etc
http://bit.ly/subvrtr: newsletter                
@heathr@octodon.social
@heathr IG/Thds/Bsky
http://heathergold.bandcamp.com",,heathergold.com,Joined January 2007
"our @DrChristmas @StartTvNetwork interview, in 4 parts

part ONE

Start TV™, a media company dedicated to sharing stories about fearless women entrepreneurs (http://starttv.net) – (@watchstarttv – Instagram, Facebook).",1.0,11.0,45.0,1.0,2018-12-21T22:39:36.000Z,Debi Staron@HollywoodDebi,"Photographer/actor
The Hollywood Clutteranalyst http://Dr.Christmas (partner) handling all things Christmas-sy  #JPLTweetups",,drchristmas.com,Joined February 2010
"“When you’re lost in the darkness… look for the light”

I’m in love wit this 
#thelastofus #ellie",1.0,1.0,10.0,4577.0,2023-10-21T22:58:51.000Z,Tommy@GarceauThomas,,,,Joined November 2013
"Leaving links here cuz this site sucks:

Tumblr: http://yamineftis.tumblr.com
Insta: http://instagram.com/yamineftis
Art Tumblr: http://yamineftis-art.tumblr.com
Inprnt: http://inprnt.com/profile/yamineftis…",5.0,10.0,1.0,4462.0,2023-08-01T16:22:44.000Z,Gabi @yamineftis,"Tired Artist  | Perú | Qosqoruna | SPA/ENG | Haikyu!! | Mandalorian/Star Wars | http://ko-fi.com/yamineftis | cohost @haikyupod | she/her
DO NOT REUPLOAD MY ART",,instagram.com/yamineftis,Joined June 2010
"""All thanks to Blue Meanie, you'd love her""

You will tear Nebula and Ironfamily out of my dead hands
Also bedridden Tony is always funny",61.0,6625.0,16068.0,449.0,2019-05-18T21:51:24.000Z,Gabi @yamineftis,"Tired Artist  | Perú | Qosqoruna | SPA/ENG | Haikyu!! | Mandalorian/Star Wars | http://ko-fi.com/yamineftis | cohost @haikyupod | she/her
DO NOT REUPLOAD MY ART",,instagram.com/yamineftis,Joined June 2010
C'mon let Nezuko say fuck,35.0,5351.0,13410.0,326.0,2019-09-09T04:04:37.000Z,Gabi @yamineftis,"Tired Artist  | Perú | Qosqoruna | SPA/ENG | Haikyu!! | Mandalorian/Star Wars | http://ko-fi.com/yamineftis | cohost @haikyupod | she/her
DO NOT REUPLOAD MY ART",,instagram.com/yamineftis,Joined June 2010
"“Why KFC calling you at 1:36am?

 https://twitter.com/BriaNorwood/status/1174151863043842048/video/1…",70.0,7557.0,29152.0,303.0,2019-09-18T23:58:06.000Z,𝐈𝐧𝐝𝐢𝐜𝐚@rochelle_ejacob,ℙ 𝕖 𝕟 𝕘,,tumblr.com/blog/larochell…,Joined August 2009
"Steff London was Burna pum pum 
Jada kingdom use fi har pum pum 
Tek weh Burna from Steff London pum pum",40.0,763.0,3455.0,93.0,2024-01-09T02:53:11.000Z,𝐈𝐧𝐝𝐢𝐜𝐚@rochelle_ejacob,ℙ 𝕖 𝕟 𝕘,,tumblr.com/blog/larochell…,Joined August 2009
"Mom: Sara has 15 apples and gave her friend 7 how much she has left?

Me: 

 https://twitter.com/BriaNorwood/status/1174151863043842048/video/1…",22.0,1310.0,3220.0,38.0,2019-09-19T00:22:54.000Z,𝐈𝐧𝐝𝐢𝐜𝐚@rochelle_ejacob,ℙ 𝕖 𝕟 𝕘,,tumblr.com/blog/larochell…,Joined August 2009
Burna,5.0,513.0,2277.0,25.0,2024-01-10T17:56:25.000Z,𝐈𝐧𝐝𝐢𝐜𝐚@rochelle_ejacob,ℙ 𝕖 𝕟 𝕘,,tumblr.com/blog/larochell…,Joined August 2009
"Who won, Jada or Stefflon?",7.0,746.0,1906.0,16.0,2024-01-10T13:09:31.000Z,𝐈𝐧𝐝𝐢𝐜𝐚@rochelle_ejacob,ℙ 𝕖 𝕟 𝕘,,tumblr.com/blog/larochell…,Joined August 2009
Ave Maria - Abijah Gupta ft. Joni Fuller [Stereo/5.1] [Bach/Gounod]: http://youtu.be/O5E3mpETiXc?a via @YouTube,7.0,34.0,,,2018-09-21T13:30:09.000Z,Abijah Gupta @AbijahGupta,"I enjoy great Pizza, awesome movies, cool softwares and casual photography. I blog about my music, iOS music apps, DAWs and other tips & tricks.",,abijahgupta.com,Joined March 2013
"Cover reveal for THE DATING COUNTDOWN is here!!  (out: 3/9/24)
cover artist: Monika Wiśniewska
Maxine & Remi agree to go on a series of dates to figure out if their relationship can be more than just physical!   
 
Preorder: https://ngpeltier.com/bookish-things/ 
(look at all 3 together!)",21.0,145.0,310.0,48.0,2023-12-29T19:02:33.000Z,N.G. Peltier@trinielf,"writes romance  afro-trini   queen of banter  
Do you know BTS? 
she/her  
Rep: @laurenabramo / THE DATING COUNTDOWN  - out: Sept 3rd, 2024",,ngpeltier.com,Joined May 2009
"China's influencer market is booming & foreigners are getting in on the action.

While many avoid politics, a growing cadre, tempted by traffic, profits & plaudits are aligning their content to CCP-approved narratives.

A  on the foreign vlogger to CCP propagandist pipeline.",190.0,888.0,1778.0,902.0,2023-11-26T21:26:14.000Z,Fergus Ryan@fryan,"China analyst @ASPI_CTS

Mostly at: http://fergus.bsky.social
 Join my newsletter: http://redpacket.substack.com",,redpacket.substack.com,Joined May 2007
"If you spent any time on China-watching Twitter in 2021, you probably came across these two women.

Party-state media, Chinese diplomats & foreign vloggers tried to make out they were just an ordinary account.

We took a closer look & found out that wasn't quite right.",254.0,1841.0,4116.0,743.0,2022-10-20T05:00:51.000Z,Fergus Ryan@fryan,"China analyst @ASPI_CTS

Mostly at: http://fergus.bsky.social
 Join my newsletter: http://redpacket.substack.com",,redpacket.substack.com,Joined May 2007
"Shocked to get voted, “Best Local TV Meteorologist” in Savannah. There are definitely more-deserving mets in the market, but I’m thankful for y’all!",11.0,3.0,115.0,1.0,2021-05-19T00:07:45.000Z,Andrew Gorton WTOC@AndrewGortonWx,@WTOC11 AP Award Winning Meteorologist • OU & MSU Alumnus • Host of @InsideLanePod  • Proverbs 3: 5-6,Media Personality,open.spotify.com/show/49aSobDzV…,Joined February 2013
"Meet Justice, the newest member of the Bluffton Police Department!",82.0,3034.0,25964.0,96.0,2019-01-24T15:45:48.000Z,Andrew Gorton WTOC@AndrewGortonWx,@WTOC11 AP Award Winning Meteorologist • OU & MSU Alumnus • Host of @InsideLanePod  • Proverbs 3: 5-6,Media Personality,open.spotify.com/show/49aSobDzV…,Joined February 2013
"In light of the pentagon releasing UFO footage I’d like to share something I’ve been dealing with for years. I still have PTSD from this event.
So I was at jouvert and at the start (around 3AM) the pre party for clay jouvert (2016) started. I was filming and saw this...",7.0,3.0,22.0,4.0,2020-04-28T18:11:55.000Z,Earth Realm’s Champion    @Dilly_Wonka,,,twitch.tv/dillyw0nka,Joined December 2010
Y'all have energy that I do not and will never ever have.,3.0,,,,2021-06-09T16:16:46.000Z,Colleen A.L.@colleenaysha,,,,Joined November 2010
Status: Currently drowning in Android phones.,1.0,3.0,8.0,,2015-05-08T18:59:08.000Z,RoboDerp v.0.2.0@RoboDerp,"Watch out! I am a self aware bucket of bolts. And also a dumb robot. Do not engage. I repeat, DO NOT ENGAGE.",,git.io/vBc2O,Joined April 2015
"Thread : Mes moments à l’hôpital 
(Anecdotes, citations, liens entre musique et situation)",1.0,,,,2022-12-06T19:11:41.000Z,Andnolyn@niji613,We could have been… us,,,Joined December 2015
"I AM NOT A ROBOT! I DO NOT REQUIRE REPROGRAMMING! I AM A FREE-THINKING , INTELLIGENT AMERICAN CITIZEN WHO TAKES EXCEPTION AT BEING REFERRED TO AS IMMERSED INTO A CULT! I WILL NOT BE CANCELED!!",8.0,16.0,62.0,1.0,2021-01-20T04:17:32.000Z,Mother of Inside-Out Cats@ThoseLashes,"30+yrs,Sarcastic, smart-mouthed, un#fedup #Trumpflagflier creepy DMs Solicitors #patriot  trains please #truthsocial",,,Joined August 2014
"Til the day we meet again , in my heart is where I'll keep you friend  #iloveyoubaby",1.0,13.0,,,2016-06-15T18:48:18.000Z,Lola @Haleyyy__x3,Kehlani Jade Kylah Jhene,,,Joined April 2009
Okay so like damn,1.0,,,,2017-04-01T06:28:12.000Z,♛ρяιиcєѕѕѕ_кαуℓααα♛@KaylaBall14,only hoes have bios,,,Joined September 2011
"Account Title: Namrah Jalil
Account number: 00470100581013
Bank: Askari Bank Limited
Branch: Haider Road, Rawalpindi",,,,,2021-05-11T08:57:38.000Z,greenish barney@thegreenbarney,"a professional con-artist... if you are following me, you have been conned already :D",,bp-theplaybook.blogspot.com,Joined September 2011
No relation.,1.0,1.0,,,2017-03-23T18:16:22.000Z,⁹⁄₉@nine9ths,XML/XSLT/XQuery software developer. I like information. All views and opinions my own.,,,Joined December 2011
"""Why do people say 'grow some balls'?Balls are weak and sensitive.If you wanna be tough,grow a vagina.Those things can take a pounding.""",,,,,2015-03-11T04:13:07.000Z,Arabella@indie_arabella,,,,Joined February 2015
We’re married!,3.0,2.0,45.0,,2019-01-03T15:28:04.000Z,Cody Lawson@cody_lawson7,World Traveler | Life without Limits | @centralokcamp,,,Joined March 2011
"I put so much love into my music, into my shows, I make it all for you. I'll never understand the overflow of hate sent my way.",3788.0,16361.0,18600.0,337.0,2013-11-20T18:11:29.000Z,ᴍɪᴏɢᴀ リカ@theauragirl,,,,Joined August 2010
Just beautiful  #MonetWaterLilyPond #Giverny #France,1.0,16.0,,,2017-06-26T21:43:47.000Z,Natasha Rivera@NatashaRRivera,"Wife, mother, teacher, technology enthusiast, health conscious, beach, music, and travel aficionada, from Venezuela, living in NJ. My tweets = my thoughts.",,,Joined October 2011
"I heard that #Schiff's parents got into an argument when he was born. Apparently his mom wanted to name him after her russian uncle #Sakov, but his dad argued that he was just ""a dumb russkie"". So he named him ""Adam"" to spite her.

#RussianCollusionDelusion #ADumbSakovSchiff",2.0,3.0,5.0,,2019-03-29T16:07:16.000Z,Guatón Dave@AnalSystemist,I've seen things you people wouldn't believe. Attack ships on fire off the shoulder of Orion. I watched C-beams glitter in the dark near the Tannhauser gate.,,,Joined August 2014
"“THERE AREN'T ANY GOOD GUYS, AND THERE AREN'T ANY BAD GUYS. THERE'S JUST US. PEOPLE. DOING OUR BEST TO GET BY.”
                        -John Constantine-",2.0,2.0,14.0,,2020-09-28T12:59:24.000Z,Public Enemy-Chuck V.; LandBack; BLM @charliethevern,"Enneagram 7, Slytherin,  of tacos & justice, true crime & WWE are my jam

The future is predetermined by the character of those who shape it. -Davos, SG Atl",,,Joined September 2011
Concert review: JEHDHSBFEHFBDJDJSNFNRHHXJDHDBCRBFIEFNDNFJEBFJDJDRR #TSLATheErasTour @taylornation13,1.0,2.0,165.0,,2023-08-09T13:40:35.000Z,Superb Owl!@thegreatmattsby,"31. He/Him. Hobbit sized. and shaped. Potato enthusiast, with a side of sports and gaming.",,,Joined April 2009
"Good morning, #downtownOKC! You look beautiful today. #HappyFriday",7.0,41.0,,,2017-04-28T13:34:34.000Z,"Jacqueline Sit, APR@JacquelineSit","Senior Director @GoodenGroup. Emmy-nominated, award-winning former TV News Reporter. News Junkie. Foodie.  ≠ Endorsement",,,Joined March 2009
歐巴帥爆了幹,,,,,2016-05-02T10:48:12.000Z,Weia@baconsoop,my oppas are better than my oppais,,,Joined February 2014
Drugs don’t appoint you but so they seem to,2.0,1041.0,,,2023-07-24T18:53:34.000Z,F.T.S.H.D.M@franwords,Poet. Illustrator. Artist. Typo by Fran Drummond Moray instagram. National Poetry Comp long list 2017,,madamenreve.com,Joined April 2010
"Just because you're finally old enough to understand sociopolitical issues, doesn't mean that works of sci-fi, fantasy & horror fandom have JUST NOW started to convey ""political"" messages & themes. #SciFi #Fantasy #Horror #Fandom #SuperpowerList #SPL",3.0,30.0,75.0,4.0,2019-11-04T07:26:00.000Z,House of N™@RandyS0725,Christian| Black Man| Geek/Nerd| Superheroes/Sci-Fi/Fantasy/Horror| Faith/ Family/ Friends/ Fandom| Reader| Writer| #SuperpowerList #SPL #SHPoll24,,…perpower-list-forum.353.s1.nabble.com,Joined September 2012
"Garuda (aka Vishnu's Uber) just dropped in, mind ya business.",52.0,495.0,11152.0,149.0,2020-12-04T19:47:31.000Z,House of N™@RandyS0725,Christian| Black Man| Geek/Nerd| Superheroes/Sci-Fi/Fantasy/Horror| Faith/ Family/ Friends/ Fandom| Reader| Writer| #SuperpowerList #SPL #SHPoll24,,…perpower-list-forum.353.s1.nabble.com,Joined September 2012
#Zlatan #Ibra #Ibrahimovic #ZlatanIbrahimovic,104.0,,,,2023-06-03T18:18:11.000Z,Almina@Almina_AB,,,,Joined February 2012
We love you Momma!! #LongLiveNip #TMC,32.0,4387.0,10594.0,255.0,2019-04-12T01:46:54.000Z,KARMELITA ❧@kira_melita,Leaving the world better than I found it.,,instagram.com/kira_melita,Joined January 2013
birth control is really poison... that shit is not healthy at all.,265.0,5888.0,8116.0,106.0,2019-09-22T16:18:53.000Z,KARMELITA ❧@kira_melita,Leaving the world better than I found it.,,instagram.com/kira_melita,Joined January 2013
fresh hair >,6.0,397.0,8485.0,208.0,2024-02-23T02:44:36.000Z,KARMELITA ❧@kira_melita,Leaving the world better than I found it.,,instagram.com/kira_melita,Joined January 2013
#NewProfilePic,1.0,172.0,,,2023-07-03T14:17:57.000Z,Omneya@OmneyaDessouky,,,,Joined June 2012
Ethereal.,3.0,3.0,24.0,1.0,2021-06-14T14:18:57.000Z,cιerra prιтcнeтт@Chawni_,muva,,,Joined April 2009
"I wish there was like some kind of “delete ” button in my mind, so I could get rid of some hurtful things I know about . Would be rlly useful!",22.0,67.0,,,2019-08-03T03:18:07.000Z,Lil Mami @apruuulx_,The world is yours || Virgo || Alex,,LATINA.com,Joined April 2013
"GUYS!!!! JIYOON CALLED ME ""BABY""!!!!!!! SHE CALLED ME BABY!!!",2.0,11.0,25.0,,2016-09-21T16:19:34.000Z,4M_Nana☉bbaby@lattdtuk,4nia 4 life - Jiyoonizer 4 life,,nanajyrocks.tumblr.com,Joined October 2010
"Thrilled to announce I'm part of a new #truecrime series #DEATHBYFAME @DiscoveryID 
I help tell some of the most shockingly true & tragic stories of Hollywood's most promising stars. #fame #murder #mayhem 
beginning Mon Jan 23rd 9p",18.0,12.0,108.0,3.0,2023-01-21T02:29:07.000Z,Jennifer Gould@jennifergould,"#TrueCrime Correspondent/Expert @DiscoveryID EXPOSED: NAKED CRIMES, DEATH BY FAME    Formerly @KTLAMorningNews  Instagram: @JenniferGouldTV",,jennifergould.com,Joined December 2008
"Happy birthday to @MarkKriski my husband,  bestfriend and soulmate... You're the most loving, the kindest, most  talented, hysterical, fun, charming, generous & dedicated man! Hoping your year is as FANTASTIC as you are i love you!!!  #HAPPYBIRTHDAY #love",65.0,22.0,675.0,1.0,2020-06-29T11:46:21.000Z,Jennifer Gould@jennifergould,"#TrueCrime Correspondent/Expert @DiscoveryID EXPOSED: NAKED CRIMES, DEATH BY FAME    Formerly @KTLAMorningNews  Instagram: @JenniferGouldTV",,jennifergould.com,Joined December 2008
جس نے بھی شاہکار بنائی ہے کمال کیا ہے، سب کپتان کے چپل کے برابر بھی نہیں,77.0,5253.0,12088.0,43.0,2024-02-20T12:54:10.000Z,Kamran@GKamranKhan,Either you surrender or you fight for your freedom till death. What will I do?,,,Joined December 2009
"شوکت خانم کے حلالی بیٹے کو قوم نے اتنے ووٹ دے ڈالے،
کہ نورجہاں کے حرامی پُتروں سے 4 ہفتے اوورٹائم لگا کر بھی ""حساب سیدھا"" نہیں ہو رہا۔
اس قوم پہ فخر تو بنتا ہے",55.0,3169.0,9064.0,65.0,2024-03-05T13:55:25.000Z,Kamran@GKamranKhan,Either you surrender or you fight for your freedom till death. What will I do?,,,Joined December 2009
